,0,1
[[ 51.  50.  18.  49.]],-0.35494276242522044,0.0894333127019521
[[ 49.  50.  55.  50.]],4.388664239677704,8.885894937429091
[[ 49.  50.  55.  49.]],4.945175915755449,6.970953303805804
[[ 50.  50.  48.  49.]],5.012385052033233,5.499489107241259
[[ 50.  50.  44.  49.]],4.130062473727587,3.403659314593907
[[ 50.  50.  41.  49.]],7.174554235794951,1.8585414571143943
[[ 51.  50.  39.  49.]],1.7221121457475497,3.4153061268220526
[[ 51.  49.  38.  50.]],6.297586578587352,7.945059484804485
[[ 50.  49.  39.  50.]],7.7308363768783765,3.941594714830408
[[ 50.  49.  44.  50.]],7.62538666168701,6.113094458119048
[[ 50.  49.  47.  50.]],5.171159432111569,5.080075136016275
[[ 49.  49.  57.  50.]],3.2402861939947765,3.015110267039414
[[ 49.  49.  61.  50.]],3.287995007628373,8.65438959648164
[[ 49.  49.  68.  50.]],2.2937437353787424,0.14416666103023346
[[ 49.  50.  70.  49.]],3.9125160479666494,7.768604736581899
[[ 49.  50.  70.  50.]],0.812217792174351,4.184711165659056
[[ 49.  50.  71.  50.]],1.3951894920626853,3.2472976645958305
[[ 49.  50.  71.  49.]],2.3639182711562903,9.192918873926264
[[ 49.  50.  69.  49.]],4.42742831096695,9.071796278245694
[[ 49.  50.  66.  49.]],5.833227630233496,8.411843139579942
[[ 50.  50.  64.  49.]],7.265104910916582,6.670789048310912
[[ 50.  50.  60.  49.]],5.82430435142558,6.9475650731362535
[[ 51.  50.  59.  49.]],5.702096219005817,4.802759616236795
[[ 51.  50.  57.  50.]],4.073148311324953,8.118998375913684
[[ 51.  50.  59.  50.]],0.08271499237122061,8.839307549333693
[[ 51.  50.  60.  50.]],3.1460696415630824,5.997770931540591
[[ 52.  50.  61.  49.]],3.816966578294657,0.966706683381558
[[ 52.  50.  60.  50.]],4.067436663353508,6.94978241244002
[[ 53.  50.  60.  49.]],2.3661050280887883,2.2210351032001534
[[ 53.  50.  60.  50.]],-2.8673548825256483,2.9613292228786814
[[ 53.  50.  62.  50.]],2.9706014081418197,3.775832777703945
[[ 54.  50.  63.  50.]],1.5020556306622015,3.8527391155124144
[[ 54.  50.  64.  50.]],1.3875371149197622,1.0854767467975652
[[ 54.  50.  67.  50.]],2.128151096301319,1.6673322224419669
[[ 54.  50.  71.  50.]],-2.09184638284364,0.8821052725107044
[[ 55.  50.  78.  50.]],0.8845047564750118,-2.0988945711925497
[[ 50.  50.  54.  49.]],4.727644392381778,8.994998905471482
[[ 50.  49.  57.  50.]],2.6359313377292968,4.535578605056744
[[ 49.  49.  78.  50.]],1.2116926202947085,1.7334078826726258
[[ 50.  49.  55.  49.]],4.387426255383161,7.2451711054414
[[ 50.  50.  55.  49.]],5.475402129845391,6.877436729715423
[[ 48.  49.  75.  50.]],-2.527536393506541,-0.7127583880477913
[[ 49.  49.  49.  50.]],4.431901600722802,5.856981810538629
[[ 50.  50.  38.  49.]],3.0061564216804584,1.364178762752978
[[ 50.  50.  33.  49.]],3.0101824455268966,1.1478486331588558
[[ 50.  50.  27.  49.]],1.4131053840097048,-0.4936043142562764
[[ 51.  50.  22.  49.]],-0.18711766031588026,-1.841863145631549
[[ 50.  49.  48.  50.]],5.602601608118762,4.7371645661015656
[[ 50.  49.  43.  50.]],7.538015085897169,6.63164556194818
[[ 50.  49.  45.  50.]],8.938091450317424,4.633462513991084
[[ 50.  50.  43.  49.]],3.8205643805756404,2.5754848303760727
[[ 50.  50.  35.  49.]],2.7209270580240266,0.6686859810855066
[[ 50.  50.  31.  49.]],0.9299160746648928,2.572423260715831
[[ 50.  50.  25.  49.]],0.4026868764145629,-0.6882045297650192
[[ 49.  50.  48.  50.]],4.8320300396179245,6.439757945268399
[[ 49.  50.  48.  49.]],4.405407361935914,5.370137398721769
[[ 49.  50.  46.  49.]],9.035319473308286,4.62448042492758
[[ 50.  50.  37.  49.]],1.7459230240629626,8.142822175851482
[[ 50.  50.  36.  49.]],8.100869700581327,1.6221508622999976
[[ 50.  49.  31.  49.]],7.9328752509632325,2.5307347503169884
[[ 50.  50.  30.  49.]],0.29039562315424083,1.9000750555512487
[[ 50.  50.  20.  49.]],0.4370803042737809,0.3878916299585206
[[ 49.  50.  53.  50.]],5.5365860084010174,6.830851880062682
[[ 49.  50.  53.  49.]],6.480474571962942,9.046048729055347
[[ 50.  49.  37.  50.]],9.17239529460924,3.5818951255138303
[[ 50.  49.  38.  50.]],6.717087558746643,4.3362995179462285
[[ 50.  49.  40.  49.]],8.81551012167825,6.510765173690574
[[ 50.  49.  39.  49.]],6.727998904064091,5.097357774954896
[[ 50.  49.  38.  49.]],8.14398896713336,2.835134742936969
[[ 50.  49.  23.  49.]],-1.0600115009930722,0.9754426402851052
[[ 49.  50.  57.  49.]],6.139037082946793,8.934948481188906
[[ 49.  50.  56.  49.]],8.174362172802331,6.649087908955418
[[ 49.  50.  52.  49.]],7.827764968174438,5.5304782063039015
[[ 50.  50.  50.  49.]],6.42442468136519,4.267510392035835
[[ 50.  50.  47.  49.]],3.074493431804937,5.385101757651951
[[ 51.  50.  38.  49.]],9.126200132102264,2.6250554064157448
[[ 51.  50.  25.  49.]],-0.29439659088527625,-0.046733549057565604
[[ 52.  50.  22.  49.]],0.8899975147855202,0.5071640508499927
[[ 49.  49.  47.  49.]],8.673635192854238,5.2826585092024825
[[ 49.  49.  47.  50.]],6.279199739679888,5.041383090950076
[[ 49.  49.  52.  50.]],3.336677696662382,5.060110300248306
[[ 48.  50.  56.  49.]],2.7370125826622944,6.323213853499247
[[ 48.  49.  56.  50.]],3.70115171825028,2.9753473092832734
[[ 48.  49.  58.  50.]],2.951021454934064,1.8960851389748667
[[ 48.  49.  60.  50.]],3.5585253294436305,2.187923531986604
[[ 48.  49.  64.  50.]],0.6953789441878491,2.677171463622587
[[ 48.  49.  69.  50.]],0.2528231189620379,1.2666409340474885
[[ 48.  49.  74.  50.]],-0.4257401730061631,0.34680664629659674
[[ 47.  49.  81.  50.]],0.2562254297747198,-0.8817812146153547
[[ 50.  49.  53.  49.]],8.611253868295478,5.631744616262616
[[ 50.  49.  52.  50.]],6.025682641837329,4.061411112860862
[[ 51.  50.  29.  49.]],1.9104450172499337,1.847544293371878
[[ 49.  49.  55.  50.]],4.406699600168881,3.082897624247938
[[ 49.  49.  67.  50.]],0.3766140754146947,0.4682189580394312
[[ 49.  50.  77.  50.]],-0.6215279194369744,1.2725749447949417
[[ 51.  50.  40.  49.]],8.022468753544556,2.5318287450105696
[[ 51.  50.  37.  49.]],2.0585121136334767,2.742618109328044
[[ 52.  50.  23.  49.]],0.5791042343880026,-0.9299994952009436
[[ 50.  50.  54.  50.]],5.095216630234732,8.005436060343293
[[ 49.  49.  72.  50.]],1.839445292101176,-0.388247391476332
[[ 49.  49.  79.  50.]],1.882317794119245,0.5751293826729929
[[ 50.  50.  52.  49.]],8.61463787764583,4.57526083298404
[[ 51.  50.  35.  49.]],2.2136496123893816,0.9489725693861559
[[ 51.  50.  23.  49.]],0.4917184261510892,-0.5697596803484833
[[ 49.  50.  50.  49.]],4.891087480213789,8.14288309365811
[[ 49.  50.  45.  49.]],4.913083306675934,3.4743160132308764
[[ 50.  49.  35.  50.]],8.677343634351866,3.6398226488202594
[[ 50.  50.  32.  49.]],0.3266265731261669,2.83463735514283
[[ 50.  50.  26.  49.]],-0.6897643049597587,-0.4130507284358165
[[ 51.  50.  21.  49.]],0.4295496316021616,-0.4833375200065131
[[ 50.  50.  45.  49.]],8.667912713079293,3.1332350573150016
[[ 51.  50.  30.  49.]],1.301235558760482,1.340995984485322
[[ 49.  50.  49.  50.]],5.7662898117398225,7.441975870887117
[[ 50.  50.  56.  49.]],6.1727789054950675,5.396661075056448
[[ 50.  49.  50.  50.]],4.850920682831911,7.083709111051699
[[ 50.  49.  59.  50.]],2.44391750385039,7.687576011412209
[[ 50.  49.  65.  50.]],0.15726878767946384,8.893416624756512
[[ 49.  49.  74.  50.]],0.3096858089847161,0.7389743837459997
[[ 49.  49.  83.  50.]],-0.10926269086521023,-1.4083730301696398
[[ 50.  50.  46.  50.]],6.515872079984387,4.235824633026668
[[ 51.  49.  34.  50.]],7.761030677796912,3.1105398825096247
[[ 51.  49.  35.  50.]],7.092217642535965,3.1276774424768483
[[ 50.  49.  36.  49.]],5.759102899449808,2.8838394591904337
[[ 50.  50.  28.  49.]],1.874451280234432,-0.4912466022924805
[[ 51.  50.  20.  49.]],1.302727636878877,0.5071754719512439
[[ 50.  50.  50.  50.]],8.723985979254163,6.911253346129128
[[ 51.  49.  37.  50.]],8.153587577194882,7.527324937696544
[[ 50.  49.  42.  50.]],8.10511915992478,6.694017051995268
[[ 49.  49.  60.  50.]],1.5072310372720854,4.5338367306763505
[[ 49.  50.  64.  49.]],3.1427678704839317,7.623328611690916
[[ 48.  49.  72.  50.]],1.1580449752363513,0.3491417811158176
[[ 48.  49.  81.  50.]],0.6091321228551202,0.9902076731676358
[[ 50.  49.  46.  50.]],6.862345849608158,5.748828604806159
[[ 49.  49.  58.  50.]],2.7760476685012665,3.1125094727645766
[[ 49.  49.  64.  50.]],1.9422731535437587,1.29802234517677
[[ 49.  50.  44.  50.]],9.282813839686034,8.480979492633766
[[ 49.  49.  45.  50.]],7.049077099938235,5.66070693029122
[[ 49.  49.  50.  50.]],4.818165842867587,4.402289746376977
[[ 48.  49.  62.  50.]],1.4104890879013312,2.7864789142970525
[[ 48.  49.  66.  50.]],2.147974147061011,0.9164805311852182
[[ 48.  49.  70.  50.]],1.2979900523197443,-0.34762526620241285
[[ 48.  50.  72.  50.]],1.1900739240148632,2.6070920742974337
[[ 48.  50.  72.  49.]],3.3265240254817465,7.310740576396393
[[ 48.  50.  69.  49.]],3.8844340520349983,8.32279270240048
[[ 48.  50.  67.  49.]],2.5787107073679056,3.7500774338372382
[[ 49.  50.  67.  49.]],9.153872602595383,7.146809711538127
[[ 50.  50.  62.  49.]],6.355690328602661,8.26747291031995
[[ 50.  50.  60.  50.]],2.930371418281487,8.14703601944977
[[ 50.  50.  61.  49.]],5.422790578962323,6.382610841082918
[[ 51.  50.  57.  49.]],4.9275754537162175,5.636056384227973
[[ 52.  50.  56.  49.]],2.090682886642832,6.27522615607
[[ 52.  50.  52.  49.]],4.642060291596085,4.111423059906087
[[ 53.  50.  49.  49.]],5.450194495143932,3.617683051333324
[[ 53.  50.  50.  50.]],-0.5960993404535315,5.8405050663094285
[[ 53.  50.  53.  50.]],5.675631196000465,5.5307518325711245
[[ 54.  50.  54.  49.]],-0.6116580011369204,5.169625304795223
[[ 55.  50.  51.  49.]],4.513107861918665,2.591448195912748
[[ 55.  50.  48.  49.]],-0.9413619920051756,4.640969994415928
[[ 56.  50.  46.  49.]],1.5613706489315775,-0.0921132827030047
[[ 56.  50.  42.  49.]],-0.4636392092870655,2.178158667648341
[[ 57.  50.  40.  49.]],1.8141493508585675,1.241235295450987
[[ 57.  50.  36.  49.]],-0.9057126219389898,1.549938823847008
[[ 58.  50.  29.  49.]],1.8185804716022933,-2.14948771759907
[[ 59.  50.  20.  49.]],0.3203397145440716,0.3675637656277614
[[ 49.  49.  71.  50.]],2.7616028274290216,0.3352899310673876
[[ 49.  49.  45.  49.]],8.138911412797738,5.373134076282974
[[ 49.  49.  44.  50.]],7.354650933442061,5.9352764488038385
[[ 49.  49.  46.  50.]],7.679184115946625,4.993324624943857
[[ 49.  50.  44.  49.]],7.678577111974754,4.500074286943382
[[ 49.  50.  42.  49.]],3.7501890609152873,3.112215176585244
[[ 49.  50.  39.  49.]],2.760876321635517,3.32282757888905
[[ 49.  50.  35.  49.]],1.0223160599028924,2.67046777238188
[[ 49.  49.  33.  49.]],4.517663020358032,1.861878348456079
[[ 49.  49.  33.  50.]],7.180336782875115,8.585401456430606
[[ 49.  49.  34.  49.]],4.419044895908917,3.4538124724346124
[[ 48.  49.  35.  50.]],7.275221891618584,5.7894080051040175
[[ 48.  49.  36.  50.]],1.79964519373479,5.9370782050646405
[[ 48.  49.  40.  50.]],5.140641909686613,5.18281166987264
[[ 47.  49.  46.  50.]],3.053587151394523,6.094969886677327
[[ 46.  49.  55.  50.]],1.3063500233112122,2.4485512690045335
[[ 45.  49.  66.  50.]],0.9036910720924612,1.5494393399484077
[[ 44.  49.  79.  50.]],-0.8631612592181328,0.17164209297516198
[[ 49.  49.  51.  49.]],5.0890507189255585,6.500559507428077
[[ 49.  49.  53.  50.]],3.1627643049075145,2.981935489771557
[[ 48.  49.  68.  50.]],0.4066718224279341,8.601268266110988
[[ 48.  49.  76.  50.]],0.3481778280597521,-0.7537841913386201
[[ 49.  50.  47.  50.]],5.21029714926125,5.526884645709132
[[ 49.  49.  48.  50.]],4.932573975614821,7.503081989842323
[[ 49.  50.  41.  49.]],3.0068166527229447,3.815729619217413
[[ 50.  49.  60.  50.]],2.9499000630054777,3.848581618930193
[[ 50.  49.  63.  50.]],2.133793987925994,1.7010626699359666
[[ 48.  49.  65.  50.]],2.7548878224296467,0.9157517650040564
[[ 48.  49.  67.  50.]],0.40267222306055306,1.9176013491903052
[[ 48.  49.  71.  50.]],-0.5567106066755212,0.867955916460159
[[ 48.  50.  76.  50.]],-2.2166739197227643,-1.0185313968534877
[[ 51.  50.  41.  49.]],0.4612567982585705,3.3415783108994863
[[ 51.  50.  34.  49.]],0.4921269376507651,1.1772128643729776
[[ 52.  50.  27.  49.]],1.434580738285694,-0.2585360814236539
[[ 52.  50.  21.  49.]],-1.139881810741348,0.2426144030115185
[[ 49.  49.  77.  50.]],0.5389759162807863,-0.06204780460713856
[[ 49.  50.  43.  49.]],2.9032050040894246,4.36702819084826
[[ 49.  49.  42.  50.]],8.888204341644023,4.238807671829251
[[ 50.  49.  41.  50.]],7.642160207815094,9.06751047462841
[[ 50.  50.  29.  49.]],1.7866908945355107,0.8269451277580991
[[ 50.  50.  21.  49.]],-0.9913267041021221,-0.7934235734406508
[[ 50.  50.  59.  49.]],5.671133528971156,7.062360485204843
[[ 50.  50.  57.  49.]],4.4950724039176215,6.7460468829503055
[[ 51.  50.  51.  49.]],3.969184775851645,4.975869803844343
[[ 51.  50.  52.  49.]],0.33733440356019084,4.200724428963132
[[ 51.  50.  52.  50.]],4.017817410031878,7.487812726170244
[[ 51.  50.  47.  49.]],4.597615231945691,3.6448086809787066
[[ 52.  50.  41.  49.]],1.0090469252314804,2.123182382987035
[[ 52.  50.  33.  49.]],1.971996338418929,2.3975420834727443
[[ 53.  50.  28.  49.]],-0.1876086379443356,1.2559902238995766
[[ 53.  50.  25.  49.]],0.056105253401032784,-0.4205675101960349
[[ 53.  50.  22.  49.]],-0.025033530240769274,0.02987061261645665
[[ 48.  49.  61.  50.]],1.4135033524441392,6.251602331632211
[[ 48.  50.  70.  49.]],6.157054913659993,9.068781185345104
[[ 49.  50.  67.  50.]],2.6209836404533267,8.835130241659375
[[ 49.  50.  68.  50.]],1.2863399391475892,8.531515933626443
[[ 49.  50.  45.  50.]],8.667892939512614,5.8106203871944695
[[ 49.  49.  39.  50.]],6.16938129112628,5.859468755848742
[[ 49.  49.  40.  50.]],9.19076859007676,4.060033879001578
[[ 49.  49.  42.  49.]],6.867645130395329,5.5834327135934325
[[ 49.  49.  43.  50.]],9.183366446822127,6.6564069505509655
[[ 49.  49.  41.  49.]],8.066588505548845,4.965460600825772
[[ 49.  49.  39.  49.]],7.784699712773214,4.855865587774821
[[ 49.  49.  37.  49.]],8.355417970340648,3.4617133237764564
[[ 49.  49.  36.  49.]],8.429420878585816,3.0574629498142527
[[ 49.  50.  33.  49.]],2.657966308556228,0.4359513494612979
[[ 49.  49.  29.  49.]],1.0346342623335136,2.660071949239642
[[ 49.  49.  26.  49.]],-0.39595324715407465,0.03026510602045452
[[ 48.  49.  25.  49.]],1.7262647933531925,-0.5175258246904406
[[ 48.  50.  20.  49.]],-0.41118003432724265,1.069612125732252
[[ 50.  50.  49.  50.]],6.134555662038768,4.992340636115338
[[ 49.  50.  63.  49.]],6.097431000341972,7.379755571325222
[[ 49.  49.  80.  50.]],0.08319027483416154,-0.8517341139579757
[[ 50.  50.  19.  49.]],0.2452738756835041,0.3399718568966623
[[ 51.  50.  16.  49.]],2.268955645504924,-0.8257788776634464
[[ 50.  49.  51.  49.]],5.932216058461031,5.553011000448346
[[ 48.  49.  78.  50.]],2.0639593133940908,-0.8203195047896021
[[ 48.  49.  59.  50.]],1.4730194175755658,3.6317940372176793
[[ 47.  49.  76.  50.]],-0.16183465409319545,-0.11942431338956065
[[ 52.  50.  29.  49.]],-0.4531877529548336,0.8524112071852407
[[ 52.  50.  17.  49.]],0.5949394407145551,1.4642592495209557
[[ 51.  50.  26.  49.]],-0.4940285600937758,-0.4156855399952011
[[ 51.  50.  42.  49.]],4.4621669005877225,2.645732422707731
[[ 51.  50.  33.  49.]],0.9326913613738256,1.361294890244857
[[ 48.  49.  73.  50.]],-0.36933177915897497,0.34588357453328755
[[ 49.  49.  49.  49.]],5.8440302384552005,7.998229656153853
[[ 50.  50.  17.  49.]],0.19119236824400607,0.3502149514693793
[[ 47.  49.  84.  50.]],0.6524321021303794,1.299137908450727
[[ 48.  49.  79.  50.]],1.0873843301813475,-0.6819069333643014
[[ 50.  50.  45.  50.]],8.97470973563742,4.946659232074166
[[ 50.  50.  23.  49.]],-0.980221984156078,0.558984302934612
[[ 49.  49.  46.  49.]],6.706020414899126,6.039483331102719
[[ 50.  50.  44.  50.]],8.906580714427818,5.089032982493606
[[ 50.  49.  25.  49.]],1.7303068764819254,-0.22471269911426325
[[ 49.  49.  41.  50.]],9.22745235962833,4.013881035434438
[[ 48.  49.  51.  50.]],4.071050778760451,4.613381896351541
[[ 47.  49.  64.  50.]],0.9405956791403324,2.50876774854536
[[ 47.  49.  74.  50.]],-0.5767278614111302,0.2398395814638287
[[ 46.  49.  83.  50.]],0.3730144387994673,-0.1165163539104866
[[ 52.  50.  19.  49.]],-0.4651736096994311,1.2751895997467462
[[ 48.  49.  63.  50.]],2.1741268692039,0.8055133965312541
[[ 49.  49.  81.  50.]],-1.6151204053452015,0.8154384311030899
[[ 50.  49.  40.  50.]],5.979589962272165,8.171860196653228
[[ 50.  50.  55.  50.]],4.9441703174202045,8.939866874596474
[[ 51.  49.  32.  49.]],7.855152136358472,2.2711291878161157
[[ 50.  49.  32.  49.]],7.560833865307493,2.99759285405743
[[ 50.  49.  30.  49.]],8.568017727432283,2.489797344610942
[[ 50.  49.  28.  49.]],8.689958182699591,0.5609935257124694
[[ 51.  50.  19.  49.]],-0.5981108218419341,-0.6710498081908112
[[ 49.  50.  46.  50.]],6.959129434356737,5.064289047561225
[[ 50.  50.  24.  49.]],-1.0527897845986276,-0.7821544236530367
[[ 50.  50.  16.  49.]],-0.7069962055036377,-1.4668697175090115
[[ 50.  49.  52.  49.]],4.831907670652524,8.93362117863014
[[ 47.  49.  73.  50.]],-0.6448450150541684,1.1467049945661945
[[ 47.  49.  83.  50.]],0.3506578982453589,-0.6419642082898736
[[ 51.  49.  27.  49.]],6.24666788047341,0.5155591064146352
[[ 50.  49.  45.  49.]],7.567491707581585,3.947728461856321
[[ 48.  49.  57.  50.]],2.7709116220277177,8.137238532588206
[[ 47.  49.  80.  50.]],-1.3271338145413445,1.2753917075713836
[[ 47.  49.  79.  50.]],-1.3307770858304278,-0.7187466699190983
[[ 49.  50.  75.  50.]],-0.13965111967373162,0.5716956030079356
[[ 49.  49.  75.  50.]],-1.0402120203063077,-1.8608773922527804
[[ 50.  50.  53.  50.]],4.7368037452908105,7.7995329289911535
[[ 50.  50.  47.  50.]],8.876748001647456,4.788033854786645
[[ 49.  50.  62.  49.]],3.497280493989067,8.1402512111338
[[ 49.  50.  61.  49.]],6.315421978750695,9.122910887285123
[[ 49.  50.  60.  49.]],3.7600847125118033,7.399182955612223
[[ 49.  50.  51.  50.]],7.4341716395016695,5.185587163685948
[[ 52.  50.  20.  49.]],-1.2487034622075552,-0.5698332631649169
[[ 49.  49.  55.  49.]],8.016033055571121,7.368929277834782
[[ 49.  50.  59.  49.]],8.936725823289574,5.923051367982582
[[ 52.  50.  18.  49.]],0.5504983060983043,1.3948301771389773
[[ 50.  49.  50.  49.]],9.015200155472183,5.279161145141863
[[ 51.  50.  17.  49.]],-1.8022083497454664,-0.2580135826907799
[[ 49.  49.  50.  49.]],5.2395696038217565,8.148227889335644
[[ 51.  50.  43.  49.]],2.2308821728592823,7.392075210642048
[[ 52.  50.  25.  49.]],-0.2571316216559226,-0.49756512714662027
[[ 51.  50.  45.  49.]],3.819564016686889,3.0134135312332604
[[ 52.  49.  29.  49.]],8.799636923045284,1.609880125544368
[[ 49.  49.  48.  49.]],5.668921558535504,9.147919816466127
[[ 49.  49.  44.  49.]],8.846253779676713,5.3820968382822905
[[ 49.  50.  37.  49.]],1.4410809250767045,3.0518983678422003
[[ 48.  49.  49.  50.]],3.4110306701948576,7.973694746921519
[[ 48.  49.  53.  50.]],4.834497518920141,1.7547934537697036
[[ 47.  49.  63.  50.]],3.4899731667924483,0.8048871043575754
[[ 46.  49.  82.  50.]],-0.7502084354038846,-1.7116197878137602
[[ 50.  50.  48.  50.]],5.3201456970192575,4.220022573530525
[[ 51.  49.  23.  49.]],-1.0847149385551762,0.3849914078346165
[[ 50.  49.  46.  49.]],8.175441140073666,5.271222726325552
[[ 50.  49.  48.  49.]],5.0925317923943645,7.303157669062831
[[ 50.  49.  49.  49.]],8.464521939015116,4.935348151785869
[[ 52.  50.  24.  49.]],0.012640853154894058,0.15969687603763888
[[ 50.  50.  22.  49.]],-0.15839011014541776,-0.2307635073064509
[[ 48.  50.  58.  49.]],5.1500143409208095,8.79977360634366
[[ 49.  50.  40.  49.]],2.220409177213148,3.692600848573202
[[ 51.  50.  15.  49.]],-0.9554435886875268,-2.4273885128441
[[ 49.  50.  73.  49.]],2.776180571308692,2.4752033983303563
[[ 50.  50.  70.  49.]],4.245995418453116,2.0003139955503704
[[ 50.  50.  69.  50.]],2.0939387216199314,3.084039508860516
[[ 50.  50.  72.  50.]],-0.4323470141375128,1.5245443177136884
[[ 50.  50.  73.  50.]],-0.4159325329292467,-0.8202720347359025
[[ 51.  50.  77.  50.]],-1.9133681296889573,-0.7897852502675324
[[ 50.  50.  58.  49.]],5.132994366685804,5.887124650401268
[[ 50.  50.  58.  50.]],3.785368665668233,7.711534903293267
[[ 50.  50.  59.  50.]],8.073600899765234,6.8376803179097685
[[ 51.  50.  58.  49.]],5.260625445213017,5.432673461184971
[[ 52.  50.  58.  50.]],2.862988632775576,1.6890977661013369
[[ 52.  50.  57.  50.]],5.364588792488837,6.651945441488856
[[ 52.  50.  59.  50.]],1.758497581705834,1.893252921857794
[[ 52.  49.  63.  50.]],-0.7865696702621061,2.8796183178756705
[[ 52.  49.  70.  50.]],2.0536722242684182,1.2833499474463659
[[ 52.  49.  76.  50.]],0.09086603187844483,0.7349618793300872
[[ 50.  50.  51.  50.]],6.541710574238888,5.037900216400279
[[ 51.  49.  33.  50.]],8.993407629329003,2.175025721652481
[[ 51.  49.  36.  50.]],8.40935320526821,3.562227375824081
[[ 50.  49.  69.  50.]],2.388741639881561,0.11011014142214284
[[ 50.  49.  74.  50.]],0.9191858295569048,-0.4064247504835085
[[ 49.  50.  38.  49.]],3.803750924067685,2.316285371335531
[[ 49.  50.  36.  49.]],2.2481234880910796,1.4411077943847763
[[ 49.  50.  34.  49.]],1.9838038050245657,2.2959192070172585
[[ 50.  50.  18.  49.]],-0.8701289936543253,-0.3009543472848071
[[ 49.  50.  58.  49.]],7.399573233363996,5.761978883755144
[[ 48.  50.  68.  50.]],2.3303591549116613,3.2621145952433266
[[ 48.  50.  74.  50.]],1.355630154230271,-0.7976634053085985
[[ 49.  49.  53.  49.]],5.329615816182106,5.7515019222816814
[[ 47.  49.  75.  50.]],0.5963915508066301,-0.4045950904038991
[[ 48.  49.  48.  50.]],4.1847938596948255,4.185906390228888
[[ 48.  49.  50.  50.]],3.4905040759561468,3.8488315182681054
[[ 48.  49.  54.  50.]],3.226630917771171,2.4718313180450804
[[ 47.  49.  61.  50.]],3.100145240481744,1.585591921056172
[[ 47.  49.  67.  50.]],1.0045710696223855,0.9158973382504224
[[ 46.  49.  74.  50.]],0.27618876975223705,0.7498090301870306
[[ 49.  49.  52.  49.]],6.07269080639706,6.6010956847390485
[[ 48.  49.  80.  50.]],0.3879901841230976,-0.42953831449658336
[[ 49.  50.  61.  50.]],4.1978522015124415,8.859253924294562
[[ 49.  50.  65.  50.]],3.850052524573604,8.326715458828144
[[ 49.  50.  66.  50.]],7.132979706559159,3.66778434600813
[[ 49.  49.  76.  50.]],-0.18229290808741447,2.3548105009074014
[[ 51.  50.  14.  49.]],0.7678295839749578,0.9604723908676366
[[ 50.  49.  32.  50.]],8.698812529122831,3.34929627661324
[[ 50.  49.  33.  50.]],8.218227722607375,3.105016087408467
